Prop_0,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,fulldate,fulltime,fulldatewithtime,_c0
,T00101618,A00000346,Debit,Cash Withdrawal,14.6,18470.1,Payment on Statement,,NA,2013,6,30,2013-06-30,11:31:30,2013-06-30T11:31:30,5341
,T00184995,A00000627,Debit,Cash Withdrawal,14.6,66096.6,Payment on Statement,,NA,2013,6,30,2013-06-30,13:49:39,2013-06-30T13:49:39,5342
,T00084035,A00000280,Debit,Cash Withdrawal,14.6,25639.1,Payment on Statement,,NA,2013,6,30,2013-06-30,11:43:33,2013-06-30T11:43:33,5343
,T00608361,A00002070,Debit,Cash Withdrawal,14.6,29349.8,Payment on Statement,,NA,2013,6,30,2013-06-30,08:43:54,2013-06-30T08:43:54,5344
,T00712087,A00002434,Debit,Cash Withdrawal,14.6,12702,Payment on Statement,,NA,2013,6,30,2013-06-30,13:16:50,2013-06-30T13:16:50,5345
,T00708306,A00002425,Debit,Cash Withdrawal,14.6,35027.6,Payment on Statement,,NA,2013,6,30,2013-06-30,09:12:53,2013-06-30T09:12:53,5346
,T00491013,A00001675,Debit,Cash Withdrawal,14.6,22827,Payment on Statement,,NA,2013,6,30,2013-06-30,14:40:06,2013-06-30T14:40:06,5347
,T01779026,A00006034,Credit,Credit in Cash,42922,85438.3,,,NA,2013,7,1,2013-07-01,13:00:53,2013-07-01T13:00:53,5348
,T00502623,A00001713,Debit,Cash Withdrawal,1200,23394.9,,,NA,2013,7,1,2013-07-01,08:35:01,2013-07-01T08:35:01,5349
,T01005973,A00003435,Credit,Credit in Cash,200,200,,,NA,2013,7,1,2013-07-01,09:57:07,2013-07-01T09:57:07,5350
,T00773932,A00002641,Debit,Cash Withdrawal,16200,38617.5,,,NA,2013,7,1,2013-07-01,14:36:18,2013-07-01T14:36:18,5351
,T01344906,A00004596,Credit,Credit in Cash,8805,106477.9,,,NA,2013,7,1,2013-07-01,15:14:09,2013-07-01T15:14:09,5352
,T00788154,A00002687,Credit,Credit in Cash,1100,1100,,,NA,2013,7,1,2013-07-01,16:03:20,2013-07-01T16:03:20,5353
,T01144736,A00003915,Debit,Cash Withdrawal,22100,49507.1,,,NA,2013,7,1,2013-07-01,14:36:50,2013-07-01T14:36:50,5354
,T00123629,A00000415,Debit,Cash Withdrawal,17600,38138.8,,,NA,2013,7,1,2013-07-01,15:18:57,2013-07-01T15:18:57,5355
,T00955584,A00003258,Credit,Credit in Cash,17829,18129,,,NA,2013,7,1,2013-07-01,12:37:37,2013-07-01T12:37:37,5356
,T00748192,A00002552,Credit,Credit in Cash,1000,1000,,,NA,2013,7,1,2013-07-01,15:05:36,2013-07-01T15:05:36,5357
,T00315806,A00001077,Debit,Cash Withdrawal,7900,38126.6,,,NA,2013,7,1,2013-07-01,14:14:26,2013-07-01T14:14:26,5358
,T01596924,A00005423,Credit,Credit in Cash,11400,11700,,,NA,2013,7,1,2013-07-01,15:48:50,2013-07-01T15:48:50,5359
,T01208833,A00004134,Debit,Cash Withdrawal,5100,30916.4,,,NA,2013,7,1,2013-07-01,12:60:06,2013-07-01T12:60:06,5360
,T01028843,A00003513,Debit,Cash Withdrawal,18800,47060,,,NA,2013,7,1,2013-07-01,16:30:39,2013-07-01T16:30:39,5361
,T00521770,A00001780,Debit,Cash Withdrawal,23000,51684.6,,,NA,2013,7,1,2013-07-01,11:38:58,2013-07-01T11:38:58,5362
,T00579682,A00001972,Debit,Cash Withdrawal,100,20899,,,NA,2013,7,1,2013-07-01,14:28:20,2013-07-01T14:28:20,5363
,T00771384,A00002632,Debit,Cash Withdrawal,1700,43262.9,,,NA,2013,7,1,2013-07-01,16:39:16,2013-07-01T16:39:16,5364
,T00771489,A00002632,Debit,Cash Withdrawal,7700,35562.9,,,NA,2013,7,1,2013-07-01,08:18:26,2013-07-01T08:18:26,5365
,T01530983,A00005215,Credit,Credit in Cash,200,200,,,NA,2013,7,1,2013-07-01,08:17:37,2013-07-01T08:17:37,5366
,T00010612,A00000036,Credit,Credit in Cash,500,500,,,NA,2013,7,1,2013-07-01,08:32:43,2013-07-01T08:32:43,5367
,T00224506,A00000764,Debit,Cash Withdrawal,1920,27798.3,,,NA,2013,7,1,2013-07-01,12:58:30,2013-07-01T12:58:30,5368
,T02579538,A00008519,Debit,Cash Withdrawal,36700,66866.1,,,NA,2013,7,1,2013-07-01,08:57:02,2013-07-01T08:57:02,5369
,T00802554,A00002736,Credit,Credit in Cash,500,500,,,NA,2013,7,2,2013-07-02,09:04:57,2013-07-02T09:04:57,5370
,T01779271,A00006034,Debit,Cash Withdrawal,8400,77038.3,,,NA,2013,7,2,2013-07-02,10:57:05,2013-07-02T10:57:05,5371
,T01730745,A00005868,Debit,Cash Withdrawal,3400,25762.9,,,NA,2013,7,2,2013-07-02,11:09:07,2013-07-02T11:09:07,5372
,T00453143,A00001539,Debit,Cash Withdrawal,4700,29982.1,,,NA,2013,7,2,2013-07-02,16:55:40,2013-07-02T16:55:40,5373
,T00649070,A00002219,Credit,Credit in Cash,11070,46812,,,NA,2013,7,2,2013-07-02,10:57:19,2013-07-02T10:57:19,5374
,T00603931,A00002056,Credit,Credit in Cash,25733,48137,,,NA,2013,7,2,2013-07-02,10:44:03,2013-07-02T10:44:03,5375
,T00152749,A00000510,Debit,Cash Withdrawal,2900,28363.3,,,NA,2013,7,2,2013-07-02,12:52:31,2013-07-02T12:52:31,5376
,T01657180,A00005622,Credit,Credit in Cash,31304,124231.2,,,NA,2013,7,2,2013-07-02,16:09:29,2013-07-02T16:09:29,5377
,T01657651,A00005622,Debit,Cash Withdrawal,15700,108531.2,,,NA,2013,7,2,2013-07-02,16:43:18,2013-07-02T16:43:18,5378
,T00315548,A00001077,Credit,Credit in Cash,3820,41946.6,,,NA,2013,7,2,2013-07-02,08:36:02,2013-07-02T08:36:02,5379
,T00754534,A00002574,Debit,Cash Withdrawal,13600,40739.9,,,NA,2013,7,2,2013-07-02,09:46:17,2013-07-02T09:46:17,5380
,T00764205,A00002609,Credit,Credit in Cash,8900,19800,,,NA,2013,7,2,2013-07-02,10:12:48,2013-07-02T10:12:48,5381
,T00726271,A00002484,Debit,Cash Withdrawal,7600,36441.3,,,NA,2013,7,2,2013-07-02,10:46:09,2013-07-02T10:46:09,5382
,T01208728,A00004134,Debit,Cash Withdrawal,6000,24916.4,,,NA,2013,7,2,2013-07-02,13:00:30,2013-07-02T13:00:30,5383
,T00497558,A00001695,Debit,Cash Withdrawal,400,24921.5,,,NA,2013,7,2,2013-07-02,12:45:47,2013-07-02T12:45:47,5384
,T00529629,A00001805,Credit,Credit in Cash,2800,24700,,,NA,2013,7,2,2013-07-02,14:33:53,2013-07-02T14:33:53,5385
,T00882877,A00003007,Debit,Cash Withdrawal,12800,37085.5,,,NA,2013,7,2,2013-07-02,13:01:22,2013-07-02T13:01:22,5386
,T01162684,A00003980,Debit,Cash Withdrawal,4500,32397,,,NA,2013,7,2,2013-07-02,09:32:14,2013-07-02T09:32:14,5387
,T00405099,A00001378,Debit,Cash Withdrawal,26400,53160.1,,,NA,2013,7,2,2013-07-02,11:18:35,2013-07-02T11:18:35,5388
,T00719273,A00002464,Credit,Credit in Cash,900,900,,,NA,2013,7,2,2013-07-02,10:20:50,2013-07-02T10:20:50,5389
,T01910948,A00006473,Debit,Cash Withdrawal,11651,17177.8,,,NA,2013,7,2,2013-07-02,10:03:32,2013-07-02T10:03:32,5390
,T01935636,A00006555,Debit,Cash Withdrawal,3014,29117.1,,,NA,2013,7,2,2013-07-02,11:43:52,2013-07-02T11:43:52,5391
,T01302627,A00004448,Credit,Credit in Cash,10900,11600,,,NA,2013,7,2,2013-07-02,15:35:35,2013-07-02T15:35:35,5392
,T00505755,A00001726,Credit,Credit in Cash,7200,21683.2,,,NA,2013,7,2,2013-07-02,12:39:57,2013-07-02T12:39:57,5393
,T00251564,A00000862,Debit,Cash Withdrawal,30000,52193.2,,,NA,2013,7,2,2013-07-02,15:24:52,2013-07-02T15:24:52,5394
,T03393961,A00011265,Debit,Cash Withdrawal,4500,14716.8,,,0,2013,7,2,2013-07-02,09:60:43,2013-07-02T09:60:43,5395
,T00096117,A00000327,Debit,Cash Withdrawal,1300,23032.8,,,NA,2013,7,2,2013-07-02,09:22:13,2013-07-02T09:22:13,5396
,T00546560,A00001861,Credit,Credit in Cash,500,500,,,NA,2013,7,2,2013-07-02,10:25:55,2013-07-02T10:25:55,5397
,T00607808,A00002068,Credit,Credit in Cash,10600,15652.4,,,NA,2013,7,2,2013-07-02,09:22:38,2013-07-02T09:22:38,5398
,T00712157,A00002434,Credit,Credit in Cash,4800,17502,,,NA,2013,7,2,2013-07-02,16:30:37,2013-07-02T16:30:37,5399
,T00732499,A00002503,Debit,Cash Withdrawal,12000,33505.8,,,NA,2013,7,3,2013-07-03,09:02:21,2013-07-03T09:02:21,5400
,T00452788,A00001539,Debit,Cash Withdrawal,7000,22982.1,Household,,0,2013,7,3,2013-07-03,15:54:08,2013-07-03T15:54:08,5401
,T00271060,A00000929,Credit,Credit in Cash,200,200,,,NA,2013,7,3,2013-07-03,13:37:03,2013-07-03T13:37:03,5402
,T00298866,A00001018,Credit,Credit in Cash,10600,15179.5,,,NA,2013,7,3,2013-07-03,13:20:18,2013-07-03T13:20:18,5403
,T00332733,A00001132,Debit,Cash Withdrawal,5100,29422.1,,,NA,2013,7,3,2013-07-03,13:39:44,2013-07-03T13:39:44,5404
,T00337010,A00001145,Credit,Credit in Cash,900,900,,,NA,2013,7,3,2013-07-03,16:56:22,2013-07-03T16:56:22,5405
,T00145133,A00000485,Debit,Cash Withdrawal,17800,44728.5,,,NA,2013,7,3,2013-07-03,10:14:53,2013-07-03T10:14:53,5406
,T00672744,A00002298,Credit,Credit in Cash,1000,1000,,,NA,2013,7,3,2013-07-03,13:43:28,2013-07-03T13:43:28,5407
,T01243661,A00004254,Credit,Credit in Cash,6500,21439.1,,,NA,2013,7,3,2013-07-03,09:46:36,2013-07-03T09:46:36,5408
,T00860969,A00002932,Debit,Cash Withdrawal,22600,50531.4,,,NA,2013,7,3,2013-07-03,09:56:47,2013-07-03T09:56:47,5409
,T00861139,A00002933,Credit,Credit in Cash,9235,33148.3,,,NA,2013,7,3,2013-07-03,08:17:34,2013-07-03T08:17:34,5410
,T00863393,A00002940,Credit,Credit in Cash,14192,38318.1,,,NA,2013,7,3,2013-07-03,14:12:42,2013-07-03T14:12:42,5411
,T00742377,A00002534,Credit,Credit in Cash,6900,14992.2,,,NA,2013,7,3,2013-07-03,15:14:47,2013-07-03T15:14:47,5412
,T01158183,A00003965,Debit,Cash Withdrawal,7700,33240.6,,,NA,2013,7,3,2013-07-03,08:30:55,2013-07-03T08:30:55,5413
,T00789920,A00002694,Debit,Cash Withdrawal,7800,56777.8,,,0,2013,7,3,2013-07-03,15:36:04,2013-07-03T15:36:04,5414
,T01272105,A00004350,Debit,Cash Withdrawal,15700,44824.3,,,NA,2013,7,3,2013-07-03,15:57:37,2013-07-03T15:57:37,5415
,T00332517,A00001132,Debit,Cash Withdrawal,4961,48322.1,,,NA,2013,7,3,2013-07-03,15:56:55,2013-07-03T15:56:55,5416
,T00332627,A00001132,Debit,Cash Withdrawal,13800,34522.1,,,NA,2013,7,3,2013-07-03,12:32:46,2013-07-03T12:32:46,5417
,T01313413,A00004484,Debit,Cash Withdrawal,29500,58400.3,,,NA,2013,7,3,2013-07-03,13:53:34,2013-07-03T13:53:34,5418
,T01611093,A00005472,Credit,Credit in Cash,200,23144.6,,,NA,2013,7,3,2013-07-03,15:17:53,2013-07-03T15:17:53,5419
,T03039490,A00010079,Credit,Credit in Cash,19540,98584.1,,,NA,2013,7,3,2013-07-03,11:01:15,2013-07-03T11:01:15,5420
,T02135196,A00007231,Credit,Credit in Cash,26709,43650.4,,,NA,2013,7,3,2013-07-03,15:11:19,2013-07-03T15:11:19,5421
,T00063927,A00000212,Debit,Cash Withdrawal,4200,42142.2,,,NA,2013,7,3,2013-07-03,13:44:17,2013-07-03T13:44:17,5422
,T01039318,A00003554,Debit,Cash Withdrawal,1700,14612.9,,,NA,2013,7,3,2013-07-03,15:58:20,2013-07-03T15:58:20,5423
,T00737461,A00002519,Debit,Cash Withdrawal,3280,12268.8,,,NA,2013,7,3,2013-07-03,11:31:42,2013-07-03T11:31:42,5424
,T01935824,A00006555,Debit,Cash Withdrawal,2900,26217.1,,,NA,2013,7,3,2013-07-03,12:20:43,2013-07-03T12:20:43,5425
,T00846314,A00002881,Debit,Cash Withdrawal,5200,28978.5,,,NA,2013,7,3,2013-07-03,16:36:33,2013-07-03T16:36:33,5426
,T01486059,A00005065,Credit,Credit in Cash,47721,118667.6,,,NA,2013,7,3,2013-07-03,09:03:34,2013-07-03T09:03:34,5427
,T01486390,A00005065,Debit,Cash Withdrawal,43400,75267.6,,,NA,2013,7,3,2013-07-03,14:25:59,2013-07-03T14:25:59,5428
,T00202225,A00000686,Debit,Cash Withdrawal,9100,35377.7,,,NA,2013,7,3,2013-07-03,11:49:01,2013-07-03T11:49:01,5429
,T00192263,A00000652,Debit,Cash Withdrawal,4680,42018.9,,,NA,2013,7,3,2013-07-03,10:40:46,2013-07-03T10:40:46,5430
,T00106686,A00000362,Debit,Cash Withdrawal,5500,31939.1,,,NA,2013,7,3,2013-07-03,10:52:12,2013-07-03T10:52:12,5431
,T03211537,A00010656,Debit,Cash Withdrawal,11800,40511.9,,,NA,2013,7,4,2013-07-04,16:16:11,2013-07-04T16:16:11,5432
,T00139105,A00000465,Debit,Cash Withdrawal,5600,29159.9,,,NA,2013,7,4,2013-07-04,13:06:14,2013-07-04T13:06:14,5433
,T01392047,A00004743,Debit,Cash Withdrawal,22500,42512,,,NA,2013,7,4,2013-07-04,10:56:10,2013-07-04T10:56:10,5434
,T03302882,A00010973,Debit,Cash Withdrawal,9000,72693.5,,,NA,2013,7,4,2013-07-04,15:04:08,2013-07-04T15:04:08,5435
,T00327318,A00001118,Credit,Credit in Cash,200,200,,,NA,2013,7,4,2013-07-04,09:30:12,2013-07-04T09:30:12,5436
,T00257158,A00000882,Debit,Cash Withdrawal,13300,36106.6,,,NA,2013,7,4,2013-07-04,09:19:39,2013-07-04T09:19:39,5437
,T01105713,A00003778,Credit,Credit in Cash,1100,1100,,,NA,2013,7,4,2013-07-04,15:01:43,2013-07-04T15:01:43,5438
,T01208398,A00004134,Credit,Credit in Cash,9189,34105.4,,,NA,2013,7,4,2013-07-04,09:38:49,2013-07-04T09:38:49,5439
,T00377559,A00001285,Debit,Cash Withdrawal,800,28138.2,,,NA,2013,7,4,2013-07-04,13:45:08,2013-07-04T13:45:08,5440
,T02256419,A00007445,Debit,Cash Withdrawal,3900,53036.4,,,NA,2013,7,4,2013-07-04,10:15:12,2013-07-04T10:15:12,5441
,T00112994,A00000381,Credit,Credit in Cash,1000,1000,,,NA,2013,7,4,2013-07-04,12:11:05,2013-07-04T12:11:05,5442
,T00063926,A00000212,Debit,Cash Withdrawal,1500,40642.2,,,NA,2013,7,4,2013-07-04,11:35:37,2013-07-04T11:35:37,5443
,T01163708,A00003983,Debit,Cash Withdrawal,6800,33762.7,,,NA,2013,7,4,2013-07-04,12:08:02,2013-07-04T12:08:02,5444
,T02798256,A00009265,Debit,Cash Withdrawal,7400,35721.1,,,NA,2013,7,4,2013-07-04,12:13:59,2013-07-04T12:13:59,5445
,T00363791,A00001236,Credit,Credit in Cash,3200,20044,,,NA,2013,7,4,2013-07-04,11:52:33,2013-07-04T11:52:33,5446
,T00719296,A00002464,Credit,Credit in Cash,6797,7697,,,NA,2013,7,4,2013-07-04,10:54:19,2013-07-04T10:54:19,5447
,T00739842,A00002527,Credit,Credit in Cash,12864,76667.5,,,NA,2013,7,4,2013-07-04,16:20:55,2013-07-04T16:20:55,5448
,T00192371,A00000652,Debit,Cash Withdrawal,6600,35418.9,,,NA,2013,7,4,2013-07-04,14:14:53,2013-07-04T14:14:53,5449
,T00088822,A00000299,Debit,Cash Withdrawal,2600,27012.4,,,NA,2013,7,4,2013-07-04,08:14:54,2013-07-04T08:14:54,5450
,T00732248,A00002503,Credit,Credit in Cash,9574,43079.8,,,NA,2013,7,5,2013-07-05,15:50:33,2013-07-05T15:50:33,5451
,T02699726,A00008934,Credit,Collection from Another Bank,14918,15418,,U.S. Bancorp,79855638,2013,7,5,2013-07-05,12:25:52,2013-07-05T12:25:52,5452
,T00050049,A00000168,Credit,Collection from Another Bank,3020,9560,,Wells Fargo & Co.,86771827,2013,7,5,2013-07-05,12:17:44,2013-07-05T12:17:44,5453
,T00032222,A00000104,Credit,Collection from Another Bank,3063,9689,,State Street Corp.,13231766,2013,7,5,2013-07-05,11:15:37,2013-07-05T11:15:37,5454
,T00037890,A00000123,Credit,Collection from Another Bank,4843,19572,Old Age Pension,JPMorgan Chase,58944725,2013,7,5,2013-07-05,10:05:02,2013-07-05T10:05:02,5455
,T00474455,A00001617,Credit,Collection from Another Bank,5953,12630,Old Age Pension,Citigroup,38875293,2013,7,5,2013-07-05,08:44:23,2013-07-05T08:44:23,5456
,T01167151,A00003999,Debit,Cash Withdrawal,6200,30051.3,,,NA,2013,7,5,2013-07-05,12:49:58,2013-07-05T12:49:58,5457
,T00303137,A00001032,Credit,Collection from Another Bank,49765,106822.6,,Wells Fargo & Co.,43027007,2013,7,5,2013-07-05,12:28:20,2013-07-05T12:28:20,5458
,T00303405,A00001032,Debit,Cash Withdrawal,39800,67022.6,,,NA,2013,7,5,2013-07-05,16:46:43,2013-07-05T16:46:43,5459
,T00142373,A00000477,Debit,Remittance to Another Bank,463,22725.7,Insurance Payment,Goldman Sachs,25759440,2013,7,5,2013-07-05,12:20:45,2013-07-05T12:20:45,5460
,T00339399,A00001152,Credit,Collection from Another Bank,3279,10637,,Capital One,11872947,2013,7,5,2013-07-05,11:10:32,2013-07-05T11:10:32,5461
,T00132073,A00000443,Debit,Remittance to Another Bank,463,15314.6,,Goldman Sachs,32109809,2013,7,5,2013-07-05,10:21:24,2013-07-05T10:21:24,5462
,T00132001,A00000443,Debit,Remittance to Another Bank,1508,13806.6,,Morgan Stanley,39137601,2013,7,5,2013-07-05,15:43:30,2013-07-05T15:43:30,5463
,T00976275,A00003327,Credit,Credit in Cash,10921,40055.3,,,NA,2013,7,5,2013-07-05,08:21:27,2013-07-05T08:21:27,5464
,T00973342,A00003316,Debit,Cash Withdrawal,9000,33940.3,,,NA,2013,7,5,2013-07-05,10:38:55,2013-07-05T10:38:55,5465
,T00603928,A00002056,Credit,Credit in Cash,32230,80367,,,NA,2013,7,5,2013-07-05,13:27:26,2013-07-05T13:27:26,5466
,T00537882,A00001830,Credit,Credit in Cash,11538,48806.5,,,NA,2013,7,5,2013-07-05,16:17:48,2013-07-05T16:17:48,5467
,T00433809,A00001475,Credit,Collection from Another Bank,20551,20751,,Capital One,33492565,2013,7,5,2013-07-05,08:22:08,2013-07-05T08:22:08,5468
,T00347622,A00001179,Debit,Remittance to Another Bank,2808,18940.4,Household,Bank of New York Mellon Corp.,68278848,2013,7,5,2013-07-05,09:29:15,2013-07-05T09:29:15,5469
,T00347933,A00001180,Credit,Credit in Cash,15206,40260.2,,,NA,2013,7,5,2013-07-05,14:40:09,2013-07-05T14:40:09,5470
,T00783297,A00002670,Credit,Credit in Cash,24381,58635.8,,,NA,2013,7,5,2013-07-05,12:01:29,2013-07-05T12:01:29,5471
,T01144445,A00003915,Credit,Credit in Cash,23131,72638.1,,,NA,2013,7,5,2013-07-05,09:30:60,2013-07-05T09:30:60,5472
,T00117643,A00000396,Credit,Credit in Cash,23268,74843.5,,,NA,2013,7,5,2013-07-05,09:47:35,2013-07-05T09:47:35,5473
,T00122544,A00000411,Debit,Cash Withdrawal,13100,42000.1,,,NA,2013,7,5,2013-07-05,11:05:36,2013-07-05T11:05:36,5474
,T00576848,A00001965,Debit,Remittance to Another Bank,9541,31875.2,Household,Goldman Sachs,40902030,2013,7,5,2013-07-05,13:02:19,2013-07-05T13:02:19,5475
,T00637748,A00002177,Credit,Collection from Another Bank,5123,28424.9,Old Age Pension,State Street Corp.,62457513,2013,7,5,2013-07-05,12:33:37,2013-07-05T12:33:37,5476
,T00544629,A00001852,Credit,Credit in Cash,400,400,,,NA,2013,7,5,2013-07-05,09:56:47,2013-07-05T09:56:47,5477
,T00400902,A00001366,Credit,Credit in Cash,7626,40449,,,NA,2013,7,5,2013-07-05,14:53:16,2013-07-05T14:53:16,5478
,T00435841,A00001481,Debit,Remittance to Another Bank,2065,10147.5,Household,Citigroup,82271873,2013,7,5,2013-07-05,10:32:59,2013-07-05T10:32:59,5479
,T01157046,A00003960,Credit,Collection from Another Bank,4807,24535,Old Age Pension,PNC Financial Services,33740347,2013,7,5,2013-07-05,09:06:23,2013-07-05T09:06:23,5480
,T00793780,A00002705,Credit,Credit in Cash,600,600,,,NA,2013,7,5,2013-07-05,14:53:10,2013-07-05T14:53:10,5481
,T01272402,A00004352,Credit,Credit in Cash,400,400,,,NA,2013,7,5,2013-07-05,09:46:18,2013-07-05T09:46:18,5482
,T02477169,A00008173,Credit,Credit in Cash,1100,1100,,,NA,2013,7,5,2013-07-05,16:31:59,2013-07-05T16:31:59,5483
,T00298496,A00001018,Credit,Collection from Another Bank,3963,19142.5,,PNC Financial Services,40950048,2013,7,5,2013-07-05,08:59:44,2013-07-05T08:59:44,5484
,T00330666,A00001127,Credit,Credit in Cash,23330,65956.8,,,NA,2013,7,5,2013-07-05,12:32:21,2013-07-05T12:32:21,5485
,T00330241,A00001126,Credit,Credit in Cash,4187,29565.7,,,NA,2013,7,5,2013-07-05,14:52:38,2013-07-05T14:52:38,5486
,T00685670,A00002342,Credit,Collection from Another Bank,3247,16635,,Citigroup,42284852,2013,7,5,2013-07-05,11:05:33,2013-07-05T11:05:33,5487
,T00260048,A00000890,Debit,Cash Withdrawal,1300,23181.7,,,NA,2013,7,5,2013-07-05,09:11:00,2013-07-05T09:11:00,5488
,T00259087,A00000887,Credit,Collection from Another Bank,4514,14181.8,Old Age Pension,JPMorgan Chase,52114474,2013,7,5,2013-07-05,15:48:13,2013-07-05T15:48:13,5489
,T01105720,A00003778,Credit,Credit in Cash,22798,23898,,,NA,2013,7,5,2013-07-05,13:40:59,2013-07-05T13:40:59,5490
,T00725902,A00002484,Debit,Remittance to Another Bank,538,35903.3, ,PNC Financial Services,83567636,2013,7,5,2013-07-05,15:17:59,2013-07-05T15:17:59,5491
,T00628841,A00002146,Debit,Cash Withdrawal,200,29813.8,,,NA,2013,7,5,2013-07-05,12:46:02,2013-07-05T12:46:02,5492
,T00566018,A00001926,Debit,Cash Withdrawal,4700,27909.2,,,NA,2013,7,5,2013-07-05,08:14:42,2013-07-05T08:14:42,5493
,T00598594,A00002037,Debit,Cash Withdrawal,11300,34947.9,,,NA,2013,7,5,2013-07-05,10:20:32,2013-07-05T10:20:32,5494
,T01339682,A00004576,Debit,Cash Withdrawal,4700,24048.6,,,NA,2013,7,5,2013-07-05,13:14:24,2013-07-05T13:14:24,5495
,T02442350,A00008051,Credit,Collection from Another Bank,26040,79535.9,,Morgan Stanley,35675579,2013,7,5,2013-07-05,14:53:27,2013-07-05T14:53:27,5496
,T00858535,A00002926,Debit,Remittance to Another Bank,1093,33232.6, ,Charles Schwab Corp.,11561584,2013,7,5,2013-07-05,09:24:05,2013-07-05T09:24:05,5497
,T00560905,A00001909,Credit,Collection from Another Bank,3191,16853.8,,JPMorgan Chase,24230474,2013,7,5,2013-07-05,16:37:32,2013-07-05T16:37:32,5498
,T00388702,A00001322,Credit,Credit in Cash,200,200,,,NA,2013,7,5,2013-07-05,10:11:26,2013-07-05T10:11:26,5499
,T00216844,A00000738,Credit,Credit in Cash,23347,23647,,,NA,2013,7,5,2013-07-05,16:48:06,2013-07-05T16:48:06,5500
,T00374812,A00001276,Debit,Remittance to Another Bank,169,35409.5,Insurance Payment,JPMorgan Chase,23086488,2013,7,5,2013-07-05,14:53:23,2013-07-05T14:53:23,5501
,T03039851,A00010079,Debit,Cash Withdrawal,39200,59384.1,,,NA,2013,7,5,2013-07-05,14:00:39,2013-07-05T14:00:39,5502
,T00073516,A00000244,Credit,Collection from Another Bank,3972,31705.4,,Goldman Sachs,12078875,2013,7,5,2013-07-05,08:37:52,2013-07-05T08:37:52,5503
,T00110541,A00000374,Credit,Collection from Another Bank,23041,43529.7,,Charles Schwab Corp.,4004806,2013,7,5,2013-07-05,15:03:14,2013-07-05T15:03:14,5504
,T00063791,A00000212,Debit,Remittance to Another Bank,13841,26801.2,Household,Citigroup,58462047,2013,7,5,2013-07-05,15:44:18,2013-07-05T15:44:18,5505
,T00521477,A00001780,Credit,Credit in Cash,24999,76683.6,,,NA,2013,7,5,2013-07-05,10:15:14,2013-07-05T10:15:14,5506
,T00498396,A00001699,Credit,Collection from Another Bank,5224,27212.6,Old Age Pension,Bank of America,94008880,2013,7,5,2013-07-05,14:12:18,2013-07-05T14:12:18,5507
,T00498540,A00001699,Debit,Remittance to Another Bank,19,27193.6, ,Citigroup,2504826,2013,7,5,2013-07-05,11:01:47,2013-07-05T11:01:47,5508
,T00698141,A00002388,Credit,Collection from Another Bank,3492,3792,,JPMorgan Chase,94397276,2013,7,5,2013-07-05,13:33:34,2013-07-05T13:33:34,5509
,T00700140,A00002396,Credit,Collection from Another Bank,4203,21515,Old Age Pension,PNC Financial Services,27204734,2013,7,5,2013-07-05,11:40:39,2013-07-05T11:40:39,5510
,T00901672,A00003072,Debit,Cash Withdrawal,5100,29359.2,,,NA,2013,7,5,2013-07-05,11:28:54,2013-07-05T11:28:54,5511
,T00941438,A00003213,Credit,Collection from Another Bank,3068,9604,,Citigroup,66762119,2013,7,5,2013-07-05,14:27:59,2013-07-05T14:27:59,5512
,T01534906,A00005228,Credit,Collection from Another Bank,49681,50681,,Goldman Sachs,98379885,2013,7,5,2013-07-05,12:10:51,2013-07-05T12:10:51,5513
,T00013151,A00000044,Credit,Collection from Another Bank,4200,8800,Old Age Pension,PNC Financial Services,4120284,2013,7,5,2013-07-05,16:50:20,2013-07-05T16:50:20,5514
,T00018398,A00000062,Credit,Collection from Another Bank,5079,21416,Old Age Pension,Bank of New York Mellon Corp.,87209295,2013,7,5,2013-07-05,14:45:32,2013-07-05T14:45:32,5515
,T00010619,A00000036,Credit,Credit in Cash,19852,20352,,,NA,2013,7,5,2013-07-05,09:33:52,2013-07-05T09:33:52,5516
,T00527750,A00001801,Debit,Remittance to Another Bank,956,26456.9,Insurance Payment,JPMorgan Chase,73968469,2013,7,5,2013-07-05,12:40:60,2013-07-05T12:40:60,5517
,T00529779,A00001806,Credit,Collection from Another Bank,5029,24767.6,Old Age Pension,Bank of New York Mellon Corp.,39912659,2013,7,5,2013-07-05,16:55:20,2013-07-05T16:55:20,5518
,T00877999,A00002991,Credit,Credit in Cash,22360,51240.1,,,NA,2013,7,5,2013-07-05,15:51:52,2013-07-05T15:51:52,5519
,T00882656,A00003007,Debit,Remittance to Another Bank,997,36088.5, ,Capital One,61215889,2013,7,5,2013-07-05,10:48:17,2013-07-05T10:48:17,5520
,T01081406,A00003693,Debit,Remittance to Another Bank,8992,33847.9,Household,Wells Fargo & Co.,36411053,2013,7,5,2013-07-05,10:34:44,2013-07-05T10:34:44,5521
,T00224349,A00000764,Credit,Collection from Another Bank,6238,34036.3,Old Age Pension,Bank of New York Mellon Corp.,30560720,2013,7,5,2013-07-05,12:31:20,2013-07-05T12:31:20,5522
,T00232967,A00000793,Credit,Collection from Another Bank,3401,18612.5,,Goldman Sachs,6149286,2013,7,5,2013-07-05,16:51:14,2013-07-05T16:51:14,5523
,T00286587,A00000982,Credit,Credit in Cash,4100,15469.6,,,NA,2013,7,5,2013-07-05,09:44:19,2013-07-05T09:44:19,5524
